node_id,node_name,path,node_type,current_function,business_importance,criticality,business_rules,dependencies,test_protection,main_problem,optimization_opportunity,risk_of_change,recommended_v3_action,v3_migration_strategy,priority,estimated_effort,requires_business_decision,evidence,comments
N8N-4158d4cd-9f18-4678-8024-316be90dc3f2,LEER - Detalle SAP del cierre,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Lee/escribe archivo local (?),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'LEER - Detalle SAP del cierre'",
N8N-b13159cb-c27e-4f51-91d5-da9656b9ccf9,INTERPRETAR - Detalle SAP del cierre,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Convierte binario a JSON (fromJson),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'INTERPRETAR - Detalle SAP del cierre'",
N8N-06211190-888a-4929-a346-95b098076b1e,COMBINAR - Detalle y rango completo,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CONTROL,Combina 2+ ramas de datos en un solo item,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'COMBINAR - Detalle y rango completo'",
N8N-ecc13927-ea52-4adf-b90d-4be0cce443b5,CONSTRUIR - Resumen auditor,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CODE_NODE,Codigo JS embebido: function formatMoney(v) {   if (v === null || v === undefined || v === '') return 'N/D';   const n = Number(v);   if (Number.isNaN(n)) return String(v);   const,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'CONSTRUIR - Resumen auditor'",
N8N-57f8b3e0-9979-4dfb-8ec5-4e8d8ec29a6c,PREPARAR - Cierres en revision (detalle),"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CODE_NODE,Codigo JS embebido: const item = $input.first().json; const cierres = (item.data && Array.isArray(item.data.cierres)) ? item.data.cierres : []; const revision = cierres.filter((c) ,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'PREPARAR - Cierres en revision (detalle)'",
N8N-0964e9f5-be54-4f0b-929e-f9d1bed961d4,LEER - Detalle de excepciones del cierre,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Lee/escribe archivo local (?),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'LEER - Detalle de excepciones del cierre'",
N8N-530d1856-780c-4420-b79d-48b8b0e6b2ec,INTERPRETAR - Detalle de excepciones del cierre,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Convierte binario a JSON (fromJson),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'INTERPRETAR - Detalle de excepciones del cierre'",
N8N-cdf9dd10-d58d-476d-8c0f-ade4fc4006f3,COMBINAR - Detalle y rango en revision,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CONTROL,Combina 2+ ramas de datos en un solo item,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'COMBINAR - Detalle y rango en revision'",
N8N-d29207b6-04ac-4c5a-b3f9-1afd6a670be9,CONSTRUIR - Revision de excepciones,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CODE_NODE,"Codigo JS embebido: function escapeHtml(s) {   return String(s == null ? '' : s)     .replace(/&/g, '&amp;')     .replace(/</g, '&lt;')     .replace(/>/g, '&gt;'); }  function form",ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'CONSTRUIR - Revision de excepciones'",
N8N-943d98fc-3fe9-4ea0-8d66-2be8bd86af4e,CONFIRMAR - Revision de excepciones,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",UI_COMPONENT,Pausa la ejecucion esperando confirmacion humana via formulario nativo (Wait+Form),MEDIA,MEDIA,Pantalla de solo lectura de excepciones (previa a FASE 3); HANDOFF s16.4 indica que su rol cambia (pasa a ser un resumen con enlace) una vez el modulo de correccion este activo,,NINGUNA (n8n no tiene test runner propio en este repo),El propio HANDOFF ya marca este nodo como pendiente de 'rewire' (deja de ser donde se decide) sin que el cambio se haya hecho todavia: nodo en transicion de responsabilidad.,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'CONFIRMAR - Revision de excepciones'",
N8N-42934372-8301-40d8-b65b-b483706fd37e,FIN - Revision registrada,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Define/normaliza campos (parametros o resultado literal),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FIN - Revision registrada'",
N8N-04e6745e-e319-4a72-adb0-85dbb201b52b,FASE3 - Sticky,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DOCUMENTACION_VISUAL,Nota visual/documentacion del canvas (sin logica),BAJA,BAJA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P3,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Sticky'",
N8N-1cb14b67-5644-459f-9a0d-9766875e548b,FASE3 - Webhook GET pagina,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",N8N_NODE,Webhook GET /tiq-revision — punto de entrada HTTP del frontend/orquestacion,BAJA,BAJA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P3,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Webhook GET pagina'",
N8N-b19bbdaa-f416-4ee1-b77f-6a43cdc12617,FASE3 - Responder pagina HTML,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",OUTPUT,Responde al webhook que originó la ejecucion (HTML o JSON),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Responder pagina HTML'",
N8N-4e52933a-aa63-489b-8bd2-3c63e4fdc9b3,FASE3 - Webhook GET datos,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",N8N_NODE,Webhook GET /tiq-revision/datos — punto de entrada HTTP del frontend/orquestacion,BAJA,BAJA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P3,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Webhook GET datos'",
N8N-c0e6c72c-bb55-4a59-a9fe-542fb99e80d1,FASE3 - Parametros resultados_dir,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Define/normaliza campos (parametros o resultado literal),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Parametros resultados_dir'",
N8N-f2ea106e-1dda-4485-a66b-e6e191435a92,FASE3 - Leer resultado_batch.json,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Lee/escribe archivo local (?),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Leer resultado_batch.json'",
N8N-267d205d-0518-40f2-8ab1-f738fe9ff2e2,FASE3 - Interpretar resultado_batch.json,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Convierte binario a JSON (fromJson),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Interpretar resultado_batch.json'",
N8N-21b9b98e-a8a1-4067-836a-392d0d691be4,FASE3 - Campos corregibles (Python),"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,"Ejecuta comando shell/CLI: =cd /workspaces/caja-tiquipaya-v2 && /workspaces/.venv-caja/bin/python3 -c ""import json,correcciones_tiquipaya as c; print(json.dumps({k: sorted(v) for k, v in c.CAMPOS_CORREGIBLES",ALTA,ALTA,,correcciones_tiquipaya.CAMPOS_CORREGIBLES (inline),NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Campos corregibles (Python)'",
N8N-3cded4d7-1514-4dd3-aa64-ac1d24eda58a,FASE3 - Construir respuesta datos,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CODE_NODE,"Codigo JS embebido: function identificadoresDe(exc) {   if (exc.categoria === 'COMUNICACION_INTERNA') {     return { sfc: exc.sfc, factura: exc.factura };   }   if (exc.categoria =",ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Construir respuesta datos'",
N8N-efc97b09-fe98-4a3c-9ae9-2a2f70cdf1c1,FASE3 - Responder datos JSON,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",OUTPUT,Responde al webhook que originó la ejecucion (HTML o JSON),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Responder datos JSON'",
N8N-046f6770-d6b9-4ff2-b463-c2a9a208e9f1,FASE3 - Webhook POST observacion,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",N8N_NODE,Webhook POST /tiq-revision/observacion — punto de entrada HTTP del frontend/orquestacion,BAJA,BAJA,,,NINGUNA (n8n no tiene test runner propio en este repo),Sin autenticacion (igual que /corregir).,,MEDIO,KEEP,KEEP_IN_N8N,P3,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Webhook POST observacion'",
N8N-bb672265-6b22-4147-8279-d900d193ecfc,FASE3 - Construir observacion (base64),"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CODE_NODE,Codigo JS embebido: const body = $json.body || {}; const parametros = body.parametros || {}; const controlesDir = parametros.controles_dir || ''; const hash = body.hash_origen || ',ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Construir observacion (base64)'",
N8N-4c0cc1d8-596b-49fc-9d28-9467784a31ce,FASE3 - Guardar observacion (append),"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,"Ejecuta comando shell/CLI: =mkdir -p ""{{ $json.directorio }}"" && printf '%s' ""{{ $json.registro_b64 }}"" | base64 -d >> ""{{ $json.ruta_observaciones }}""",ALTA,ALTA,Persiste una nota libre del auditor (no corrige ni reprocesa),"utilidad de sistema (base64, mkdir)",NINGUNA (n8n no tiene test runner propio en este repo),"Command Execute construye el shell command interpolando campos que en ultima instancia provienen del body/query de un Webhook SIN autenticacion (HANDOFF SS16.4: autenticacion diferida explicitamente). Si un valor como resultados_dir/fecha/hash/ruta_cierre llegara con comillas/backticks/`;` no neutralizados, podria alterar el comando ejecutado (riesgo de inyeccion de comandos). Ver V2_RISKS.csv RISK-001. Doblemente relevante: el TEXTO LIBRE del auditor (comentario) viaja via base64 (mitiga inyeccion en el CONTENIDO), pero 'directorio'/'ruta_observaciones' no.",,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Guardar observacion (append)'",
N8N-c2a7f36f-8ccc-4eb1-86d7-d4817a5620cc,FASE3 - Responder observacion OK,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",OUTPUT,Responde al webhook que originó la ejecucion (HTML o JSON),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Responder observacion OK'",
N8N-dd9fcb5b-f5d0-4778-a5a7-d0d16f0c9d64,FASE3 - Webhook POST pendiente,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",N8N_NODE,Webhook POST /tiq-revision/pendiente — punto de entrada HTTP del frontend/orquestacion,BAJA,BAJA,,,NINGUNA (n8n no tiene test runner propio en este repo),Sin autenticacion (igual que /corregir).,,MEDIO,KEEP,KEEP_IN_N8N,P3,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Webhook POST pendiente'",
N8N-0cf9d47d-04ae-490f-93ef-13b851b6ddb9,FASE3 - Construir pendiente (base64),"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CODE_NODE,Codigo JS embebido: const body = $json.body || {}; const parametros = body.parametros || {}; const controlesDir = parametros.controles_dir || ''; const hash = body.hash_origen || ',ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Construir pendiente (base64)'",
N8N-bf853be7-7803-49ed-a74e-cf0a8d041add,FASE3 - Guardar pendiente (append),"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,"Ejecuta comando shell/CLI: =mkdir -p ""{{ $json.directorio }}"" && printf '%s' ""{{ $json.registro_b64 }}"" | base64 -d >> ""{{ $json.ruta_pendientes }}""",ALTA,ALTA,Cierra la revision de un cierre como 'dejar pendiente' (equivalente a FIN - Revision registrada),"utilidad de sistema (base64, mkdir)",NINGUNA (n8n no tiene test runner propio en este repo),"Command Execute construye el shell command interpolando campos que en ultima instancia provienen del body/query de un Webhook SIN autenticacion (HANDOFF SS16.4: autenticacion diferida explicitamente). Si un valor como resultados_dir/fecha/hash/ruta_cierre llegara con comillas/backticks/`;` no neutralizados, podria alterar el comando ejecutado (riesgo de inyeccion de comandos). Ver V2_RISKS.csv RISK-001.",,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Guardar pendiente (append)'",
N8N-3c024dbb-800e-4db6-943b-d21f38f76d2d,FASE3 - Responder pendiente OK,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",OUTPUT,Responde al webhook que originó la ejecucion (HTML o JSON),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Responder pendiente OK'",
N8N-a00f9d07-020c-41c6-bbc5-a77e7a1ea6a1,FASE3 - Webhook POST corregir,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",N8N_NODE,Webhook POST /tiq-revision/corregir — punto de entrada HTTP del frontend/orquestacion,BAJA,BAJA,Endpoint de FASE 3 Parte A: autorizar correccion y reprocesar,,NINGUNA (n8n no tiene test runner propio en este repo),"Sin autenticacion (diferida explicitamente por diseño, HANDOFF s16.4): cualquiera con la URL puede corregir un cierre ERROR_REVISAR mientras el Codespace este expuesto.",,MEDIO,KEEP,KEEP_IN_N8N,P3,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Webhook POST corregir'",
N8N-4c6bda94-5662-4e0a-adb1-bdcc7070a2dc,FASE3 - Construir correccion sin version,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CODE_NODE,Codigo JS embebido: const body = $json.body || {}; const parametros = body.parametros || {}; const cierre = body.cierre || {}; const correccion = body.correccion || {};  const corr,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Construir correccion sin version'",
N8N-4cdcf525-1d9f-4f58-8431-df7bdcfc1266,FASE3 - Escribir correccion temporal,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,"Ejecuta comando shell/CLI: =printf '%s' ""{{ $json.correccion_b64 }}"" | base64 -d > ""{{ $json.ruta_correccion_tmp }}""",ALTA,ALTA,,"utilidad de sistema (base64, mkdir)",NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Escribir correccion temporal'",
N8N-a8f9e758-99b4-40c8-8374-befcf910db46,FASE3 - Ejecutar aplicar_correccion.py,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,"Ejecuta comando shell/CLI: =cd /workspaces/caja-tiquipaya-v2 && /workspaces/.venv-caja/bin/python3 aplicar_correccion.py --resultado ""{{ $('FASE3 - Construir correccion sin version').item.json.ruta_resultado",ALTA,ALTA,Dispara FASE 3 Parte B: aplica una correccion autorizada y reprocesa el cierre,aplicar_correccion.py,Indirecta via tests de run_batch.py/aplicar_correccion.py/publicar_cierre.py (n8n no tiene test runner propio en este repo),"Command Execute construye el shell command interpolando campos que en ultima instancia provienen del body/query de un Webhook SIN autenticacion (HANDOFF SS16.4: autenticacion diferida explicitamente). Si un valor como resultados_dir/fecha/hash/ruta_cierre llegara con comillas/backticks/`;` no neutralizados, podria alterar el comando ejecutado (riesgo de inyeccion de comandos). Ver V2_RISKS.csv RISK-001.",,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Ejecutar aplicar_correccion.py'",
N8N-369a9489-2de6-4c64-8305-9cdaa4497996,FASE3 - Interpretar resultado de correccion,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CODE_NODE,Codigo JS embebido: const raw = $json.stdout || ''; let parsed = null; let parseError = null; try {   parsed = JSON.parse(raw); } catch (e) {   parseError = e; }  const esValido = ,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Interpretar resultado de correccion'",
N8N-33f9d386-fbdf-40a4-b663-a16c40cd81fa,FASE3 - Responder correccion JSON,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",OUTPUT,Responde al webhook que originó la ejecucion (HTML o JSON),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Responder correccion JSON'",
N8N-fdea3df8-e462-492b-8fbc-a87b82213e1f,FASE3 - Leer pagina HTML canonica,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,"Ejecuta comando shell/CLI: =cat ""/workspaces/caja-tiquipaya-v2/n8n_frontend/revision_correccion.html""",ALTA,ALTA,,n8n_frontend/revision_correccion.html,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Leer pagina HTML canonica'",
N8N-3e8477ca-adb6-4caf-9b27-ca083dfd2d1c,FASE3 - Responder sin datos,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",OUTPUT,Responde al webhook que originó la ejecucion (HTML o JSON),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Responder sin datos'",
N8N-54a0e454-d5f6-4295-983d-2d349b07b96b,FASE3 - Construir error sin datos,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CODE_NODE,"Codigo JS embebido: return [{ json: { resultado: 'ERROR', codigo: 'SIN_DATOS_REVISION', detalle: 'No hay resultados de cierres disponibles para revisar.' } }];",ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Construir error sin datos'",
N8N-5cabad08-7205-4149-b473-8e0e3d96473d,FASE3 - Construir respuesta observacion,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CODE_NODE,"Codigo JS embebido: return [{ json: { resultado: 'OK', ruta_observaciones: $('FASE3 - Construir observacion (base64)').item.json.ruta_observaciones } }];",ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Construir respuesta observacion'",
N8N-abdde6a9-d116-4f99-9338-3fbb5973dc37,FASE3 - Construir respuesta pendiente,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CODE_NODE,Codigo JS embebido: return [{ json: { resultado: 'OK' } }];,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FASE3 - Construir respuesta pendiente'",
